word,Pozitivitate,Negativitate,Furie,Anticipare,Dezgust,Frica,Bucurie,Tristete,Surpriza,Incredere
binecuvântat,1,0,0,0,0,0,1,0,0,0
binefăcător,1,0,0,0,0,0,0,0,0,1
binefacere,1,0,0,0,0,0,0,0,0,0
binevoitor,1,0,0,0,0,0,0,0,0,0
biopsie,0,1,0,0,0,1,0,0,0,0
birocrat,0,1,0,0,1,0,0,0,0,0
birocrație,0,1,0,0,0,0,0,0,0,1
bis,1,0,0,0,0,0,0,0,0,0
biserică,1,0,0,1,0,0,1,0,0,1
bizar,0,1,0,0,0,0,0,0,1,0
blackjack,0,1,0,0,0,0,0,0,0,0
blând,0,1,0,0,0,0,0,0,0,0
blând,1,0,0,0,0,0,1,0,0,0
blândețe,1,0,0,0,0,0,0,0,0,0
blasfemie,0,1,1,0,0,0,0,0,0,0
blestem,0,1,1,0,1,1,0,1,0,0
blestem,0,1,1,0,0,1,0,1,0,0
blestemare,0,1,1,0,1,0,0,0,0,0
blestemat,0,1,1,0,0,1,0,1,0,0
blestemat,0,1,0,0,0,0,0,0,0,0
blestemat,0,1,1,0,0,1,0,1,0,0
blestemat,0,1,0,0,0,0,0,0,0,0
blighted,0,1,0,0,1,0,0,1,0,0
blindat,0,0,0,0,0,1,0,0,0,0
blocadă,0,1,1,0,0,1,0,1,0,0
blues,0,1,0,0,0,1,0,1,0,0
boală,0,1,1,0,1,1,0,1,0,0
boală,0,1,0,0,1,1,0,1,0,0
bogat,1,0,0,1,0,0,1,0,0,0
boicot,0,1,0,0,0,0,0,0,0,0
boiernaș,0,1,1,0,1,1,0,0,0,0
boilerplate,0,1,0,0,0,0,0,0,0,0
bolboroseală,0,1,1,0,0,0,0,0,0,0
bolid,1,0,0,0,0,0,0,0,0,0
bolnav,0,1,0,0,0,0,0,0,0,0
bolnav,0,1,0,0,1,1,0,1,0,0
bolnav,0,1,1,0,1,1,0,1,0,0
bolnav,0,1,0,0,1,0,0,1,0,0
bombă,0,1,1,0,0,1,0,1,1,0
bombarda,0,0,0,0,0,0,0,0,1,0
bombarda,0,1,1,0,0,1,0,0,0,0
bombardament,0,1,1,0,0,1,0,0,0,0
bombardat,0,1,0,0,1,0,0,0,0,0
bombardier,0,0,0,0,0,1,0,1,0,0
bon,0,0,0,0,0,0,0,0,0,1
bonne,1,0,0,0,0,0,0,0,0,0
bord,0,0,0,1,0,0,0,0,0,0
bordel,0,1,0,0,1,0,0,0,0,0
botez,1,0,0,0,0,0,0,0,0,0
botez,1,0,0,0,0,0,1,0,0,0
bovin,0,1,0,0,1,0,0,0,0,0
box,0,0,1,0,0,0,0,0,0,0
bravadă,0,1,0,0,0,0,0,0,0,0
brazdă,0,0,0,0,0,0,0,1,0,0
breșă,0,1,0,0,0,0,0,0,0,0
brigadă,0,1,0,0,0,1,0,0,0,0
brocart,1,0,0,0,0,0,0,0,0,0
brusc,0,0,0,0,0,0,0,0,1,0
brusc,0,0,0,0,0,0,0,0,1,0
brut,0,1,0,0,1,0,0,0,0,0
brut,0,1,0,0,1,0,0,0,0,0
brută,0,1,1,0,0,1,0,1,0,0
brutal,0,1,1,0,0,1,0,0,0,0
brutalitate,0,1,1,0,0,1,0,0,0,0
bubuitură,0,1,1,0,1,1,0,1,1,0
buchet,1,0,0,0,0,0,1,0,0,1
bucura,1,0,0,1,0,0,1,0,1,1
bucurie,1,0,0,0,0,0,1,0,1,0
bucurie,1,0,0,0,0,0,1,0,0,0
bucurie,1,0,0,0,0,0,1,0,0,0
bucurie,1,0,0,0,0,0,1,0,0,0
bucuros,1,0,0,1,0,0,1,0,0,0
bufet,0,1,1,0,0,0,0,0,0,0
buget,0,0,0,0,0,0,0,0,0,1
bulbos,0,1,0,0,0,0,0,0,0,0
buldog,1,0,0,0,0,0,0,0,0,0
bumerang,0,0,0,1,0,0,0,0,0,1
bun,1,0,0,1,0,0,1,0,1,1
bunătate,1,0,0,1,0,0,1,0,1,1
bunăvoință,1,0,0,0,0,0,1,0,0,1
bunăvoință,1,0,0,0,0,0,0,0,0,0
buncăr,0,0,0,0,0,1,0,0,0,0
bunic,0,0,0,0,0,0,0,0,0,1
bunică,1,0,0,0,0,0,0,0,0,0
bunuri,1,0,0,0,0,0,0,0,0,0
bunuri,1,0,0,0,0,0,0,0,0,0
burduf,0,0,1,0,0,0,0,0,0,0
burlesc,0,0,0,0,0,0,0,0,1,0
bursă,0,0,0,0,0,0,0,0,0,1
bursuc,0,1,1,0,0,0,0,0,0,0
burtă,1,0,0,0,0,0,0,0,0,0
busculadă,0,1,0,0,0,1,0,0,0,0
busolă,0,0,0,0,0,0,0,0,0,1
buzzed,0,1,0,0,0,0,0,0,0,0
cabinet,1,0,0,0,0,0,0,0,0,1
cablu,0,0,0,0,0,0,0,0,1,0
cacealma,0,1,0,0,0,0,0,0,0,0
cacofonie,0,1,1,0,1,0,0,0,0,0
cadavru,0,1,0,0,1,1,0,1,1,0
cadavru,0,1,0,0,1,0,0,1,0,0
cadavru,0,0,0,0,0,0,0,1,0,0
cădea,0,1,0,0,0,0,0,1,0,0
cădere,0,1,0,0,0,0,0,1,0,0
cadou,1,0,0,1,0,0,1,0,1,0
cadru,0,0,0,0,0,0,0,0,0,1
cafe,1,0,0,0,0,0,0,0,0,0
cafeniu,0,1,0,0,0,0,0,0,0,0
câine-câinește,0,1,0,0,0,0,0,0,0,0
cal,0,0,0,0,0,0,0,0,0,1
calamitate,0,0,0,0,0,0,0,1,0,0
călăreț,1,0,0,0,0,0,0,0,0,0
călător,1,0,0,0,0,0,0,0,0,0
călătorie,1,0,0,1,0,1,1,0,0,0
călătorie,0,0,0,1,0,0,0,0,0,0
călău,0,1,1,0,0,1,0,1,0,0
calcul,0,0,0,1,0,0,0,0,0,0
calculat,0,1,0,0,0,0,0,0,0,0
calculator,1,0,0,0,0,0,0,0,0,1
cale,0,0,0,1,0,0,0,0,0,0
calfă,0,0,0,0,0,0,0,0,0,1
calificare,1,0,0,0,0,0,0,0,0,0
călit,0,1,1,0,1,1,0,0,0,0
calitate inferioara,0,1,1,0,1,0,0,0,0,0
calm,1,0,0,0,0,0,0,0,0,0
calm,1,0,0,0,0,0,0,0,0,0
calma,1,0,0,0,0,0,0,0,0,0
călugăr,1,0,0,0,0,0,0,0,0,1
călugăriță,0,1,0,0,0,0,0,0,0,1
căluș,0,1,0,0,1,0,0,0,0,0
camarad,1,0,0,0,0,0,0,0,0,1
cambulă,0,1,0,0,0,1,0,1,0,0
camion,0,0,0,0,0,0,0,0,0,1
câmp de luptă,0,1,0,0,0,1,0,0,0,0
campanie,0,1,1,0,0,1,0,0,0,0
campanie de calomnii,0,1,0,1,0,0,0,0,0,0
campion,1,0,0,1,0,0,1,0,0,1
camuflaj,0,0,0,0,0,0,0,0,1,0
camuflat,0,0,0,0,0,0,0,0,1,0
canal,0,0,0,0,1,0,0,0,0,0
canapea,0,0,0,0,0,0,0,1,0,0
canar,1,0,0,0,0,0,0,0,0,0
cancelar,0,0,0,0,0,0,0,0,0,1
cancer,0,1,1,0,1,1,0,1,0,0
candidat,1,0,0,0,0,0,0,0,0,0
canibal,0,1,0,0,1,1,0,0,0,0
canibalism,0,1,0,0,1,0,0,0,0,0
canoane,0,0,0,0,0,0,0,0,0,1
cânta,1,0,0,1,0,0,1,1,0,1
cântăreț,1,0,0,0,0,0,0,0,0,0
cântări,0,0,0,1,0,0,0,0,0,1
cântec,1,0,0,0,0,0,1,0,0,0
capac,0,0,0,1,0,0,0,0,0,1
căpăstru,0,1,1,0,0,1,0,1,0,0
capcane,0,1,0,0,0,0,0,0,0,0
capelan,0,0,0,0,0,0,0,0,0,1
capitalist,1,0,0,0,0,0,0,0,0,0
capitaluri proprii,1,0,0,0,0,0,0,0,0,0
căpitan,1,0,0,0,0,0,0,0,0,0
capricios,0,1,1,0,0,0,0,0,0,0
capricios,0,0,0,0,0,0,1,0,0,0
capriciu,0,1,0,1,0,0,1,0,1,0
captiv,0,1,0,0,0,1,0,1,0,0
captiva,1,0,0,1,0,0,1,0,1,1
captivant,1,0,0,0,0,0,0,0,0,0
captivant,1,0,0,0,0,0,1,0,0,1
captivitate,0,1,0,0,0,0,0,1,0,0
captură,0,1,0,0,0,0,0,0,0,0
captură,0,0,0,0,0,0,0,0,1,0
caracatiță,0,0,0,0,1,0,0,0,0,0
carcasă,0,1,0,0,1,1,0,1,0,0
cârcel,0,1,0,1,0,0,0,0,0,0
Carcinomul,0,1,0,0,0,1,0,1,0,0
cardiomiopatie,0,1,0,0,0,1,0,1,0,0
care așteaptă,0,0,0,1,0,0,0,0,0,0
care nu e dispus,0,1,1,0,0,0,0,0,0,0
care stă bine,1,0,0,0,0,0,0,0,0,0
care zboară,1,0,0,0,0,1,0,0,0,0
caricatură,0,1,0,0,0,0,0,0,0,0
carie,0,1,0,0,1,0,0,0,0,0
carieră,1,0,0,1,0,0,0,0,0,0
caritabil,1,0,0,1,0,0,1,0,0,1
caritate,1,0,0,0,0,0,1,0,0,0
carnal,0,1,0,0,0,0,0,0,0,0
carne,0,0,0,0,1,0,0,0,0,0
carne friptă la grătar,0,1,1,0,0,0,0,0,0,0
carnivor,0,1,0,0,0,1,0,0,0,0
cărnos,0,1,0,0,0,0,0,0,0,0
cartel,0,1,0,0,0,0,0,0,0,0
Cartier,0,0,0,1,0,0,0,0,0,0
cartuș,0,0,0,0,0,1,0,0,0,0
căsători,1,0,0,1,0,1,1,0,1,1
căsătorie,1,0,0,1,0,0,1,0,0,1
cascadă,1,0,0,0,0,0,0,0,0,0
căscăund,0,1,0,0,0,0,0,0,0,0
casier,0,0,0,0,0,0,0,0,0,1
castă,0,1,0,0,0,0,0,0,0,0
câștig,1,0,0,1,0,0,1,0,0,0
câștiga,1,0,0,0,0,0,0,0,0,0
câștigă,1,0,0,0,0,0,0,0,0,0
câștigător,1,0,0,1,1,0,1,1,1,1
castitate,1,0,0,1,0,0,0,0,0,1
catafalc,0,1,0,0,0,1,0,1,0,0
catâr,0,1,1,0,0,0,0,0,0,1
cataractă,0,1,0,1,0,1,0,1,0,0
catastrofă,0,1,1,0,1,1,0,1,1,0
cățea,0,1,1,0,1,1,0,1,0,0
catedrală,1,0,0,0,0,0,1,0,0,1
categoric,1,0,0,0,0,0,0,0,0,0
catehism,0,0,0,0,1,0,0,0,0,0
cateter,0,1,0,0,0,0,0,0,0,0
cathartic,1,0,0,0,0,0,0,0,0,0
căuta,0,0,0,1,0,0,0,0,0,0
căutare,1,0,0,1,0,0,0,0,0,0
cavaleri,1,0,0,0,0,0,0,0,0,0
caz,0,1,0,0,0,1,0,1,0,0
caz de urgență,0,1,0,0,0,1,0,1,1,0
cazare,1,0,0,0,0,0,0,0,0,0
căzut,0,1,0,0,0,0,0,1,0,0
ceartă,0,1,1,0,1,1,0,0,0,0
ceartă,0,1,1,0,0,0,0,0,0,0
ceartă,0,0,1,0,0,0,0,0,0,0
ceas,0,0,0,1,0,0,0,0,0,0
ceas,0,0,0,1,0,1,0,0,0,0
ceață,0,1,0,0,0,1,0,0,0,0
ceda,0,1,0,0,0,0,0,0,0,0
celebrare,1,0,0,1,0,0,1,0,1,1
celebritate,1,1,1,1,1,0,1,0,1,1
celebru,1,0,0,1,0,0,1,0,0,0
celebru,1,0,0,0,0,0,0,0,0,0
centru,1,0,0,0,0,0,0,0,0,1
centurion,1,0,0,0,0,0,0,0,0,0
cenușă,0,1,0,0,0,0,0,0,0,0
cenușă,0,1,0,0,0,0,0,1,0,0
cenușiu,0,1,0,0,0,1,0,0,0,0
cenzor,0,1,1,0,1,1,0,0,0,1
cer,1,0,0,0,0,0,0,0,0,0
cerând,0,1,0,0,0,0,0,0,0,0
cere în căsătorie,0,1,1,0,0,0,0,1,0,0
cerebral,1,0,0,0,0,0,0,0,0,0
ceremonie,1,0,0,0,0,0,1,0,1,0
cerere,0,1,1,0,0,0,0,0,0,0
ceresc,1,0,0,1,0,0,1,0,0,0
ceresc,1,0,0,1,0,0,1,0,0,1
cerșetor,0,1,0,0,0,0,0,1,0,0
cerșetor,0,1,0,0,0,0,0,1,0,0
cerșetorie,0,1,0,0,0,0,0,0,0,0
certa,0,1,1,0,1,1,0,1,0,0
certifica,0,0,0,0,0,0,0,0,0,1
certitudine,1,0,0,0,0,0,0,0,0,0
cesionar,0,0,0,0,0,0,0,0,0,1
cesionat,0,1,0,0,0,0,0,0,0,0
CESS,0,1,0,0,1,0,0,0,0,0
cetățean,1,0,0,0,0,0,0,0,0,0
cheesecake,0,1,0,0,0,0,0,0,0,0
chei,0,1,0,0,1,0,0,0,0,0
cheie,0,1,0,0,0,0,0,0,0,0
chelfăneală,0,0,1,0,0,0,0,0,0,0
cheltuieli,0,1,0,0,0,0,0,0,0,0
Cheltuielile,0,1,0,0,0,0,0,0,0,0
cherchelit,0,1,0,0,0,0,0,0,0,0
chestionare,0,1,0,0,0,0,0,0,0,0
Chicane,0,1,0,1,0,0,0,0,1,1
chicoteală,1,0,0,1,0,0,1,0,1,1
chicoti,1,0,0,0,0,0,1,0,0,0
chilipir,1,0,0,0,0,0,1,0,1,0
chimist,1,0,0,0,0,0,0,0,0,1
chin,0,1,1,0,0,1,0,1,0,0
chin,0,1,1,0,0,0,0,0,1,0
chinuitor,0,1,0,0,0,1,0,0,0,0
chircit,0,1,0,0,0,1,0,0,0,0
chist,0,1,0,0,0,1,0,1,0,0
chistic,0,0,0,0,1,0,0,0,0,0
chix,0,1,0,0,1,0,0,1,0,0
Chowder,1,0,0,0,0,0,0,0,0,0
cianură,0,1,0,0,0,1,0,0,0,0
ciclon,0,1,0,0,0,1,0,0,1,0
cidru,1,0,0,0,0,0,0,0,0,0
cifră,0,0,0,0,0,0,0,0,0,1
cimbru,1,0,0,0,0,0,0,0,0,0
ciment,0,0,0,1,0,0,0,0,0,1
cimitir,0,1,0,0,0,1,0,1,0,0
cină,1,0,0,0,0,0,0,0,0,0
cinstit,1,0,1,0,1,1,1,1,0,1
ciocolată,1,0,0,1,0,0,1,0,0,1
ciorovăială,0,1,1,0,1,0,0,0,0,0
circumcizie,1,0,0,0,0,0,0,0,0,0
cireașă,1,0,0,0,0,0,0,0,0,0
ciripit,1,0,0,0,0,0,1,0,0,0
citație,0,1,0,0,0,0,0,0,0,0
citație,0,1,0,0,0,0,0,0,0,0
cititor,1,0,0,0,0,0,0,0,0,0
citomegalovirus,0,1,0,0,0,0,0,1,0,0
ciudă,0,1,1,0,0,0,0,0,0,0
ciudat,0,1,0,0,1,1,0,0,1,0
ciudat,0,1,0,0,1,0,0,0,0,0
ciumă,0,1,0,0,1,1,0,1,0,0
ciuperca,0,1,0,0,1,0,0,0,0,0
civil,1,0,0,0,0,0,0,0,0,0
civilizat,1,0,0,0,0,0,1,0,0,1
civilizație,1,0,0,0,0,0,0,0,0,1
clădire,1,0,0,0,0,0,0,0,0,0
clan,0,0,0,0,0,0,0,0,0,1
clapă,0,1,0,0,0,0,0,0,0,0
clarifica,1,0,0,0,0,0,0,0,0,0
claritate,1,0,0,0,0,0,0,0,0,0
clarvăzător,1,0,0,0,0,0,0,0,0,0
clasic,1,0,0,0,0,0,0,0,0,0
clasic,1,0,0,0,0,0,0,0,0,0
clasice,1,0,0,0,0,0,1,0,0,0
clasifica,1,0,0,0,0,0,0,0,0,0
clerical,1,0,0,0,0,0,0,0,0,1
client,1,0,0,0,0,0,0,0,0,0
clin,0,1,1,0,1,1,0,1,0,0
clin,0,0,0,0,0,0,0,0,0,1
clismă,0,0,0,0,1,0,0,0,0,0
cloroform,0,1,0,0,0,0,0,0,0,0
clovn,1,0,0,1,0,0,1,0,1,0
coace,1,0,0,1,0,0,0,0,0,0
coadă,0,0,0,0,0,1,0,0,0,0
coajă,0,1,1,0,0,1,0,1,1,0
coaliție,1,0,0,0,0,0,0,0,0,0
coastă,1,0,0,0,0,0,0,0,0,0
coborâre,0,0,0,0,0,1,0,1,0,0
cobră,0,0,0,0,0,1,0,0,0,0
cocaină,0,1,0,0,0,0,0,1,0,0
coerent,1,0,0,0,0,0,0,0,0,0
coerență,1,0,0,0,0,0,0,0,0,0
coexista,1,0,0,0,0,0,0,0,0,1
coexistente,0,0,0,0,0,0,0,0,0,1
coeziune,0,0,0,0,0,0,0,0,0,1
coeziv,1,0,0,0,0,0,0,0,0,1
cognitive,1,0,0,0,0,0,0,0,0,0
coincidență,0,0,0,0,0,0,0,0,1,0
coiot,0,0,0,0,0,1,0,0,0,0
colaborator,0,0,0,0,0,0,0,0,0,1
colaborator,1,0,0,0,0,0,0,0,0,1
colaps,0,1,0,0,1,1,0,1,0,0
colateral,0,0,0,0,0,0,0,0,0,1
coleg,1,0,0,0,0,0,0,0,0,1
colibă,1,0,0,0,0,0,0,1,0,0
colică,0,1,0,0,0,0,0,0,0,0
colinda,1,0,0,0,0,0,1,0,0,1
coliziune,0,1,1,0,0,0,0,0,0,0
colonel,1,0,0,0,0,0,0,0,0,1
colosal,1,0,0,0,0,0,0,0,0,0
colti,0,0,0,0,0,1,0,0,0,0
comă,0,1,0,0,0,1,0,1,0,0
comă,0,1,0,0,0,1,0,1,0,0
comandant,1,0,0,0,0,0,0,0,0,1
combatant,0,1,1,0,0,1,0,0,0,0
combativ,0,1,1,0,0,1,0,0,0,0
comemora,1,0,0,1,0,0,1,1,0,0
comemorare,1,0,0,1,0,0,1,0,0,0
comemorativ,1,0,0,1,0,0,0,0,0,0
comentator,1,0,0,0,0,0,0,0,0,0
comerciant,0,0,0,0,0,0,0,0,0,1
comerț,0,0,0,0,0,0,0,0,0,1
comerț,0,0,0,0,0,0,0,0,0,1
comisie,0,0,0,0,0,0,0,0,0,1
comisie,0,0,0,0,0,0,0,0,0,1
comoară,1,0,0,1,0,0,1,0,0,1
comod,1,0,0,0,0,0,0,0,0,0
comoditate,1,0,0,0,0,0,0,0,0,0
comodor,1,0,0,0,0,0,0,0,0,1
comoție,0,1,1,0,0,0,0,1,0,0
compact,0,0,0,0,0,0,0,0,0,1
companion,1,0,0,0,0,0,1,0,0,1
compasiune,1,0,0,0,0,1,0,0,0,0
compatibil,1,0,0,0,0,0,0,0,0,0
compatibilitate,1,0,0,0,0,0,0,0,0,0
compensa,1,0,0,1,0,0,1,0,1,1
compensație,1,0,0,0,0,0,0,0,0,0
compensatorii,1,0,0,0,0,0,0,0,0,0
competent,1,0,0,0,0,0,0,0,0,1
competent,1,0,0,0,0,0,0,0,0,1
competență,1,0,0,0,0,0,0,0,0,1
competență,1,0,0,0,0,0,0,0,0,1
complement,1,0,0,1,0,0,1,0,1,1
complementar,1,0,0,0,0,0,0,0,0,0
complet,1,0,0,0,0,0,0,0,0,0
complet,1,0,0,0,0,0,0,0,0,0
complet,1,0,0,0,0,0,0,0,0,1
completare,1,0,0,1,0,0,1,0,0,0
complexat,0,1,0,0,0,0,0,0,0,0
complexitate,0,1,0,0,0,0,0,0,0,0
complica,0,1,1,0,0,0,0,0,0,0
complicat,0,1,0,0,0,0,0,0,0,0
complicație,0,1,0,0,0,0,0,0,0,0
complicitate,1,1,0,0,0,0,0,0,0,0
complicitatea,1,0,0,0,0,0,0,0,0,0
compliment,1,0,0,1,0,0,1,0,1,1
compost,0,1,0,0,1,0,0,0,0,0
compozitor,1,0,0,0,0,0,0,0,0,0
comprima,0,0,1,0,0,0,0,0,0,0
compromis,0,1,1,0,1,0,0,1,0,0
compusă,1,0,0,0,0,0,0,0,0,0
comunica,1,0,0,0,0,0,0,0,0,1
comunicare,0,0,0,0,0,0,0,0,0,1
comunicativ,1,0,0,0,0,0,0,0,0,0
comunism,0,1,1,0,0,1,0,1,0,0
comunist,0,1,0,0,0,0,0,0,0,0
comunitate,1,0,0,0,0,0,0,0,0,0
comuniune,1,0,0,0,0,0,1,0,0,1
comutare,1,0,0,0,0,0,0,0,0,0
concediere,0,1,1,0,1,1,0,1,1,0
concentra,1,0,0,0,0,0,0,0,0,0
concentric,1,0,0,0,0,0,0,0,0,0
concetățean,0,0,0,0,0,0,0,0,0,1
conciliere,1,0,0,0,0,0,1,0,0,1
concordanță,1,0,0,0,0,0,0,0,0,1
concordie,1,0,0,0,0,0,0,0,0,1
concurență,0,1,0,1,0,0,0,0,0,0
condamna,0,1,1,0,0,0,0,0,0,0
condamna,0,1,1,0,0,0,0,0,0,0
condamnare,0,1,1,1,1,1,0,1,0,0
condamnare,0,1,0,0,0,0,0,0,0,0
condamnat,0,1,1,0,1,1,0,1,0,0
condescendent,0,1,0,0,0,0,0,0,0,0
condescendență,0,1,1,0,1,0,0,1,0,0
condiment,1,0,0,0,0,0,0,0,0,0
condoleanțe,1,0,0,0,0,0,0,1,0,0
conducere,0,0,0,0,0,0,0,0,0,1
conductibilitate,1,0,0,0,0,0,0,0,0,0
confederat,1,0,0,0,0,0,0,0,0,1
confesional,0,0,0,0,0,1,0,0,0,1
confidențial,0,0,0,0,0,0,0,0,0,1
confidențial,0,0,0,0,0,0,0,0,0,1
confirmare,1,0,0,0,0,0,0,0,0,0
confirmare,0,0,0,0,0,0,0,0,0,1
confirmat,1,0,0,0,0,0,0,0,0,1
confisca,0,1,1,0,0,0,0,1,0,0
confisca,0,1,0,0,0,1,0,0,0,0
confiscare,0,1,0,0,0,0,0,0,0,0
confiscare,0,1,0,0,0,1,0,1,0,0
confiscare,0,0,0,0,0,1,0,0,0,0
conflagrație,0,1,1,0,0,1,0,0,0,0
conflict,0,1,1,0,0,0,0,0,0,0
conflict,0,1,1,0,0,1,0,1,0,0
conforme,1,0,0,0,0,0,0,0,0,0
conformitate,1,0,0,0,0,0,0,0,0,1
conformitate,1,0,0,0,0,0,0,0,0,0
conformitate,0,0,0,0,0,0,0,0,0,1
confort,1,0,0,1,0,0,1,0,0,1
confortabil,1,0,0,0,0,0,0,0,0,0
confrunta,0,0,1,0,0,0,0,0,0,0
confunda,0,1,0,0,0,0,0,0,0,0
confunda,0,1,0,0,0,0,0,0,0,0
confuzie,0,1,1,0,0,1,0,0,0,0
congelare,0,1,0,0,0,0,0,0,0,0
congestie,0,1,0,0,0,0,0,0,0,0
conglomerat,0,0,0,0,0,0,0,0,0,1
congregație,1,0,0,0,0,0,0,0,0,1
congres,0,0,0,0,1,0,0,0,0,1
congruență,1,0,0,0,0,0,0,0,0,1
coniac,0,1,0,0,0,0,0,0,0,0
conjunctiv,0,0,0,0,0,0,0,0,0,1
consacrare,1,0,0,1,0,0,1,1,0,1
consecvent,0,0,0,1,0,0,0,0,0,0
conserva,1,0,0,0,0,0,0,0,0,0
conservare,1,0,0,1,0,0,0,0,0,1
considerabil,1,0,0,0,0,0,0,0,0,0
consilier,1,0,0,0,0,0,0,0,0,1
consilier,0,1,1,0,0,1,0,0,0,1
consilier,1,0,0,0,0,0,0,0,0,1
consiliu,1,0,0,1,0,0,0,0,0,1
consistență,1,0,0,0,0,0,0,0,0,1
consolă,1,0,0,0,0,0,0,1,0,0
consolare,1,0,0,0,0,0,0,0,0,0
consolida,1,0,0,0,0,0,0,0,0,0
consonant,1,0,0,0,0,0,0,0,0,0
consort,0,0,0,0,0,0,0,0,0,1
conspira,0,1,0,0,0,1,0,0,0,0
conspirație,0,0,0,0,0,1,0,0,0,0
conspirator,0,1,1,1,1,1,0,0,0,0
constant,1,0,0,0,0,0,0,0,0,1
constant,0,0,0,0,0,0,0,0,1,1
constanță,1,0,0,0,0,0,0,0,0,1
consternare,0,1,1,0,0,1,0,0,0,0
conștiincios,1,0,0,0,0,0,0,0,0,1
conștiință,1,0,0,0,0,0,0,0,0,1
conștiință,1,0,0,0,0,0,0,0,0,0
constipație,0,1,0,0,1,0,0,0,0,0
constitui,0,0,0,0,0,0,0,0,0,1
constituțional,1,0,0,0,0,0,0,0,0,1
constrânge,0,1,1,0,1,1,0,0,0,0
constrânge,0,1,0,0,0,1,0,0,0,0
constrângere,0,1,1,0,1,1,0,1,0,0
constrângere,0,1,1,0,0,0,0,0,0,0
constrângere,0,1,1,0,0,1,0,1,0,0
constrâns,0,1,0,0,0,0,0,0,0,0
construi,1,0,0,0,0,0,0,0,0,0
construi,1,0,0,0,0,0,0,0,0,0
consul,0,0,0,0,0,0,0,0,0,1
consulta,0,0,0,0,0,0,0,0,0,1
cont,0,0,0,0,0,0,0,0,0,1
conta,1,0,0,0,0,0,0,0,0,1
contabil,0,0,0,0,0,0,0,0,0,1
contact,1,0,0,0,0,0,0,0,0,0
contagios,0,1,0,0,1,1,0,0,0,0
contagiune,0,1,0,1,1,1,0,0,0,0
contamina,0,1,0,0,1,0,0,0,0,0
contaminare,0,1,0,0,1,0,0,0,0,0
contaminate,0,1,0,0,1,1,0,1,0,0
conte englez,1,0,0,0,0,0,0,0,0,0
contemplare,1,0,0,0,0,0,0,0,0,0
contesă,1,0,0,0,0,0,0,0,0,0
contingent,0,0,0,1,0,0,0,0,0,0
continua,1,0,0,1,0,0,0,0,0,1
continuare,0,0,0,1,0,0,0,0,0,0
conținut,1,0,0,0,0,0,1,0,0,1
contra,0,1,1,0,0,0,0,0,0,0
contrabandă,0,1,1,0,1,1,0,0,0,0
contrabandă,0,1,0,0,0,0,0,0,0,0
contracara,0,1,0,0,0,0,0,0,1,0
contractat,0,1,0,0,0,0,0,0,0,0
contradicție,0,1,0,0,0,0,0,0,0,0
contradictoriu,0,1,0,0,0,0,0,0,0,0
contradictoriu,0,1,0,0,0,0,0,0,0,0
contrar,0,1,0,0,0,0,0,0,0,0
contrast,0,1,0,0,0,0,0,0,0,0
contraveni,0,1,0,0,0,0,0,0,0,0
contravenție,0,1,0,0,0,0,0,0,0,0
contrazice,0,1,1,0,0,0,0,0,0,0
contribui,1,0,0,0,0,0,0,0,0,0
control,0,1,0,0,0,0,0,0,0,0
Controlorul,0,0,0,0,0,0,0,0,0,1
controversă,0,1,0,0,0,0,0,0,0,0
controversat,0,1,1,0,0,0,0,0,0,0
contur,1,0,0,0,0,0,0,0,0,0
Conturi,0,0,0,0,0,0,0,0,0,1
convenabil,1,0,0,0,0,0,0,0,0,0
conveni,1,0,0,0,0,0,0,0,0,0
convenție,1,0,0,0,0,0,0,0,0,0
convergență,0,0,0,1,0,0,0,0,0,0
converti,1,0,0,0,0,0,0,0,0,0
Conveyancing,0,0,0,0,0,0,0,0,0,1
convingătoare,1,0,0,0,0,0,0,0,0,0
convingător,1,0,0,0,0,0,0,0,0,1
convingător,0,0,0,0,0,0,0,0,0,1
convinge,0,0,0,0,0,0,0,0,0,1
convinge,1,0,0,1,0,0,0,0,0,1
convinge,0,0,0,0,0,0,0,0,0,1
convins,0,0,0,0,0,0,0,0,0,1
coopera,1,0,0,0,0,0,0,0,0,0
cooperare,1,0,0,0,0,0,0,0,0,1
cooperat,1,0,0,0,0,0,0,0,0,1
copac,1,0,1,1,1,0,1,0,1,1
copie,0,1,0,0,0,0,0,0,0,0
copil,1,0,0,0,0,0,1,0,0,0
copil,1,0,0,1,0,0,1,0,0,0
copilăresc,0,1,0,0,0,0,0,0,0,0
copilărie,1,0,0,0,0,0,1,0,0,0
copleși,0,1,0,0,0,0,0,0,0,0
copleșit,0,1,0,0,0,0,0,1,0,0
copt,1,0,0,0,0,0,0,0,0,0
cor,1,0,0,0,0,0,1,0,0,1
cor,1,0,0,0,0,0,0,0,0,0
coral,1,0,0,0,0,0,1,0,0,0
corecție,0,1,0,0,0,0,0,0,0,0
corectitudine,0,0,0,0,0,0,0,0,0,1
corectiv,1,0,0,0,0,0,0,0,0,0
corespondență,1,0,0,1,0,0,0,0,0,0
corobora,1,0,0,0,0,0,0,0,0,1
coroborare,0,0,0,0,0,0,0,0,0,1
coroiat,0,1,0,0,0,0,0,0,0,0
coroner,0,1,0,0,0,0,0,0,0,0
corosiv,0,1,0,0,0,1,0,0,0,0
coroziune,0,1,0,0,0,0,0,0,0,0
corporal,0,1,0,0,0,0,0,0,0,0
